"","Link","Anchor Text","grp"
"18","https://www.rspb.org.uk/ourwork/conservation/advice/farmhedges/value.aspx","value of hedges for wildlife | conservation - the rspb","An_T_grey"
"19","http://www.contegoresponse.com/sector/bird-control/","bird control | pest bird control | bird management | contego","An_T_grey"
"20","https://www.cabi.org/isc/abstract/20153295066","understanding and integrating knowledge to improve invasive species management.","An_T_grey"
"21","https://www.cabi.org/isc/abstract/20163013493","a human-centered approach to designing invasive species eradication programs on human-inhabited islands.","An_T_grey"
"22","https://www.cabi.org/isc/abstract/20143117504","the red-bellied squirrel in argentina and the management of introduced species as a biological and social problem.","An_T_grey"
"23","https://www.cabi.org/isc/abstract/20103050680","factors related to preferences for trap-neuter-release management of feral cats among illinois homeowners.","An_T_grey"
"24","https://www.cabi.org/isc/abstract/20083002509","managing feral horses in victoria: a study of community attitudes and perceptions.","An_T_grey"
"25","https://www.cabi.org/isc/abstract/20073222702","public attitudes to the management of invasive non-native species in scotland.","An_T_grey"
"26","https://www.cabi.org/isc/abstract/20113092306","what's in a name? perceptions of stray and feral cat welfare and control in aotearoa, new zealand.","An_T_grey"
"27","https://www.cabi.org/isc/abstract/20143316116","valuing nature: public perception of value added by native and invasive non-native species to a recreational trail experience.","An_T_grey"
"28","https://www.cabi.org/isc/abstract/20133027360","biotic acceptance in introduced amphibians and reptiles in europe and north america.","An_T_grey"
"29","https://www.cabi.org/isc/FullTextPDF/2012/2012","3018925 plans to eradicate invasive mammals on an island inhabited by humans and domestic animals (corvo, azores, portugal).","An_T_grey"
"30","https://www.cabi.org/isc/abstract/20123215292","biology and impacts of pacific island invasive species. 7. the domestic cat","An_T_grey"
"31","https://www.cabi.org/isc/abstract/20083284703","perceptions of rice farmers on rodent management in tiruchirappalli district, tamil nadu.","An_T_grey"
"32","https://www.cabi.org/isc/abstract/20103186351","support for indigenous wildlife management in australia to enable sustainable use.","An_T_grey"
"33","https://www.cabi.org/isc/abstract/20173333482","management and control of invasive brown hares: contrasting attitudes of selected environmental stakeholders and the wider rural community.","An_T_grey"
"34","https://www.cabi.org/isc/abstract/20123349828","genetic evaluation of an attempted <i xmlns=""http://www.w3.org/1999/xhtml rattus rattus</i> eradication on congo cay, u.s. virgin islands, identifies importance of eradication units.","An_T_grey"
"35","https://www.cabi.org/isc/abstract/20153205494","foraging ermine avoid risk: behavioural responses of a mesopredator to its interspecific competitors in a mammalian guild.","An_T_grey"
"36","https://www.cabi.org/isc/abstract/20163247113","advancing environmental flow science: developing frameworks for altered landscapes and integrating efforts across disciplines.","An_T_grey"
"37","https://www.cabi.org/isc/abstract/20153091936","rural community participation and its socioeconomic development through forest management - a case study, keoladeo national park, bharatpur, india.","An_T_grey"
"38","https://www.cabi.org/isc/abstract/20123209254","the unregulated and informal trade in wildlife: implications for biodiversity and health.","An_T_grey"
"39","https://www.cabi.org/isc/abstract/20163247523","paediatrician and caregiver awareness of cryptosporidiosis and giardiasis in children: us survey responses.","An_T_grey"
"40","https://www.cabi.org/isc/abstract/20133297610","survival and behavior of chinese mystery snails (<i xmlns=""http://www.w3.org/1999/xhtml bellamya chinensis</i>) in response to simulated water body drawdowns and extended air exposure.","An_T_grey"
"41","https://www.cabi.org/isc/abstract/20163111488","deciding when to lend a helping hand: a decision-making framework for seabird island restoration.","An_T_grey"
"42","https://www.cabi.org/isc/abstract/20173010356","drought increases the impact of introduced european foxes on breeding australian pelicans.","An_T_grey"
"43","https://www.cabi.org/isc/abstract/20173157741","preliminary investigation of lake-use patterns in prairie lakes, stakeholder perceptions, and resulting management implications.","An_T_grey"
"44","https://www.cabi.org/isc/abstract/20083202937","assessment of expert opinion: seasonal sheep preference and plant response to grazing.","An_T_grey"
"45","http://www.kentwildlifetrust.org.uk/sites/default/files/kwt_land_mgt_advice_sheet_7_-_scrub_-value_for_wildlifemgt.pdf","scrub  its value for wildlife and how to manage it - kent wildlife trust","An_T_grey"
"46","http://www.nature.com/scitable/knowledge/library/ethics-of-wildlife-management-and-conservation-what-80060473","ethics of wildlife management and conservation: what should we try ...","An_T_grey"
"47","https://www1.bournemouth.ac.uk/study/courses/mres-scholarship-enhancing-wildlife-value-brownsea-grazing-management-0","enhancing the wildlife value of brownsea by grazing management","An_T_grey"
"48","http://animalstudiesrepository.org/cgi/viewcontent.cgi?article=1012&context=acwp_ehlm","the ethics of wildlife control in humanized landscapes","An_T_grey"
"49","https://extension.psu.edu/dead-wood-for-wildlife","dead wood for wildlife - penn state extension","An_T_grey"
"50","https://www.epa.gov/wetlands/migratory-bird-initiatives","migratory bird initiatives | wetlands protection and restoration | us epa","An_T_grey"
"51","http://www.nrcresearchpress.com/doi/abs/10.1139/x00-128","exploring the preferences of wildlife recreationists for features of ...","An_T_grey"
"52","http://www.pgc.pa.gov/Wildlife/HabitatManagement/WildlifeManagementUnits/Pages/default.aspx","wildlife management units - pa.gov","An_T_grey"
"53","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A496043&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D10","the impact for game management for pheasant (phasianus colchicus) shooting on vertebrate biodiversity in british woodlands","An_T_grey"
"54","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUMASS%2Foai%3Ascholarworks.umass.edu%3Adissertations-6607&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40","distributions of large mammal assemblages in thailand with a focus on dhole (cuon alpinus) conservation","An_T_grey"
"55","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3APROQUEST%2Foai%3Apqdtoai.proquest.com%3A1588606&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40","genetic determination of phragmites and small mammals use of remnant patches along the central platte river","An_T_grey"
"56","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AVTETD%2Foai%3AVTETD%3Aetd-02282000-14230059&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40","habitat associations and demography of small mammals in 4 forest cover types on quantico marine corps base","An_T_grey"
"57","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F282834&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50","role of the field river as a refuge for small vertebrates in the simpson desert","An_T_grey"
"58","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Aasu.edu%2Fitem%3A27508&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50","herpetofauna community responses to saltcedar (tamarix spp.) biological control and riparian restoration along a mojave desert stream","An_T_grey"
"59","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F286524&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D70","landscape matrix development intensity and its impact on mammals","An_T_grey"
"60","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AVTETD%2Foai%3AVTETD%3Aetd-011199-140153&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D60","development and application of non-traditional vertebrate models to investigate terrestrial ecological risk to 2","An_T_grey"
"61","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ACALPOLY%2Foai%3Adigitalcommons.calpoly.edu%3Atheses-1584&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D60","factors influencing ectoparasitism on western fence lizards (sceloporus occidentalis): host sex","An_T_grey"
"62","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMONTANA%2Foai%3Aetd.lib.umt.edu%3Aetd-06232014-123815&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D80","causes of annual reproductive variation and anthropogenic disturbance in harlequin ducks breeding in glacier national park","An_T_grey"
"63","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A716417&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D80","wildlife responses to anthropogenic disturbance in amazonian forests","An_T_grey"
"64","http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A713041&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D80","supplying the exotic pet trade : conservation and livelihood implications","An_T_grey"
"65","http://purl.galileo.usg.edu/uga_etd/lane_vanessa_r_201012_phd","plant, small mammal, and bird community responses to a gradient of site preparation intensities in pine plantations in the coastal plain of north carolina.","An_T_grey"
"66","http://repository.uwa.edu.au:80/R/?func=dbin-jump-full&object_id=33792&local_base=GEN01-INS01","development and application of assisted reproductive technologies (art) for the conservation of anuran amphibians.","An_T_grey"
"67","http://www.escholarship.org/uc/item/9kg5h1jx"," investigations of altered aquatic ecosystems: biomonitoring, disease, and conservation.","An_T_grey"
"68","http://repository.asu.edu/items/9062","herpetofauna and riparian microhabitat of urban and wildland reaches along the salt river, arizona.","An_T_grey"
"69","http://sun.library.msstate.edu/ETD-db/theses/available/etd-07092015-103134/","evaluating productivity of southern agroforestry for fiber, biofuels, and wildlife habitat.","An_T_grey"
"70","http://pqdtopen.proquest.com/#viewpdf?dispub=10002466 Population Dynamics of Northern Cardinal and Carolina Wren in an Urban Forest Fragment| Safe Refuge or Ecological Trap?.",NA,"An_T_grey"
"71","http://ufdc.ufl.edu/UFE0041350","reduced-impact logging and hunting patterns in the southwestern brazilian amazon implications for wildlife.","An_T_grey"
"72","http://ufdc.ufl.edu/UFE0041732","long term effects of three formulations of hexazinone as an aid to wildlife habitat restoration in longleaf pine (pinus palustris) sandhills of florida.","An_T_grey"
"73","http://hdl.handle.net/10182/7811","the influence of illumination and moon phase on activity levels of nocturnal mammalian pests in new zealand.","An_T_grey"
"74","http://opensiuc.lib.siu.edu/theses/2188","summer habitat use by a mammal community of an oak-dominated ecosystem in the central hardwood region.","An_T_grey"
"75","https://era.library.ualberta.ca/files/j67314089","postbreeding movement patterns and multiscale habitat use of adult wood frogs (lithobates sylvaticus) at urban wetlands of edmonton, alberta.","An_T_grey"
"76","http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1228&context=usgsnpwrc","the importance of replication in wildlife research","An_T_grey"
"77","http://scholarworks.umass.edu/open_access_dissertations/464/","""the conservation value of residential landscapes for native bird ...","An_T_grey"
"78","http://opensiuc.lib.siu.edu/dissertations/1323/","effects of scale and habitat management on grassland bird response in conservation reserve program fields in northwest illinois","An_T_grey"
"79","http://ageconsearch.umn.edu/bitstream/32315/1/10020216.pdf","valuing wildlife management: a utah deer herd","An_T_grey"
"80","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3914921/","understanding tourists' preference for mammal species in private ...","An_T_grey"
"81","http://orgprints.org/2472/","indicators of biodiversity and conservational wildlife quality on ...","An_T_grey"
"82","http://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1906&context=etd","riparian bird-habitat association models: a framework for ...","An_T_grey"
"83","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5384163/","using social network measures in wildlife disease ecology ...","An_T_grey"
"84","http://dlc.dlib.indiana.edu/dlc/bitstream/handle/10535/6923/wildlife%20comanagement.pdf?sequence=1","wildlife co-management defined: the beverly and kaminuriak ...","An_T_grey"
"85","http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1142&context=icwdm_wdmconfproc","human dimensions of invasive vertebrate species management","An_T_grey"
"86","http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1006&context=gpwdcwp","implications of the animal rights movement for wildlife damage ...","An_T_grey"
"87","http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1240&context=icwdmbirdcontrol","bird control methods and devices--comments of the national pest ...","An_T_grey"
"88","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3923479/","detection of leptospira spp. in wildlife reservoir hosts in ontario ...","An_T_grey"
"89","http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1134&context=gpwdcwp","pyrotechnics for bird control","An_T_grey"
"90","Proquest","response of herpetofaunal communities to forest cutting and burning at chesapeake farms, maryland","An_T_grey"
"91","Proquest","roads on the u.s. national forests: an analysis of public attitudes, beliefs, and values expressed in the news media","An_T_grey"
"92","Proquest","the impact of logging on wildlife","An_T_grey"
"93","Proquest","managing birds and controlling aircraft in the kennedy airport-jamaica bay wildlife refuge complex: the need for hard data and soft opinions","An_T_grey"
"94","Proquest","science, sentiment, and the specter of extinction: reconsidering birds of prey during america's interwar years","An_T_grey"
"95","Proquest","effects of species' characteristics on nongovernmental organizations' attitudes toward species conservation policy","An_T_grey"
"96","Proquest","local perceptions of waza national park, northern cameroon","An_T_grey"
"97","Proquest","terrestrial vertebrates in pennsylvania: status and conservation in a changing landscape","An_T_grey"
"98","Proquest","an interdisciplinary approach to brain evolution: a long due debate","An_T_grey"
"99","Proquest","from axis to triangle: the role of orbital cortex","An_T_grey"
"100","Proquest","cortical evolution: no expansion without organization","An_T_grey"
"101","Proquest","paleoecology and the overlap of homeotic genes for isocortex evolution","An_T_grey"
"102","Proquest","avian and mammalian hippocampus: no degrees of freedom in evolution of function","An_T_grey"
"103","Proquest","red imported fire ant impacts on wildlife: a decade of research","An_T_grey"
"104","Proquest","herbicides and forest biodiversity-what do we know and where do we go from here?","An_T_grey"
"105","Proquest","beliefs and attitudes toward lethal management of deer in cuyahoga valley national park","An_T_grey"
"106","Proquest","effects of ozone exposure on nonspecific phagocytic capacity of pulmonary macrophages from an amphibian, bufo marinus","An_T_grey"
"107","Proquest","evaluation of bird shield(tm) as a blackbird repellent in ripening rice and sunflower fields","An_T_grey"
"108","https://www.aphis.usda.gov/animal_health/emergency_management/downloads/ed_materials/wm_authorities_presentation.pptx","wildlife management and vector control for an fad response in ...","An_T_grey"
"109","https://www.doeni.gov.uk/","home | department of the environment","An_T_grey"
"110","https://www.rentokil.co.uk/birds/species/","common pest bird species | rentokil pest control","An_T_grey"
"111","http://www.beauforthunt.com/Docs/hwmmi_december_2011.pdf","hunting","An_T_grey"
"112","http://www.pigeoncontrolresourcecentre.org/html/pigeon-pest-control-and-the-law.html","pigeon pest control and the law - pcrc","An_T_grey"
"113","http://www.tandfonline.com/doi/abs/10.1080/10871209.2016.1116029","pet ownership attitude towards pets and support for wildlife","An_T_grey"
"114","https://www.gwct.org.uk/wildlife/research/mammals/american-mink/mink-in-britain/","mink in britain - game and wildlife conservation trust","An_T_grey"
"115","http://www.hillcountryalliance.org/wp-content/uploads/2014/06/wildlife_tax_valuation_from_extension.pdf","wildlife management and property tax valuation in texas larry ...","An_T_grey"
"116","http://www.shootingfacts.co.uk/pdf/The-Value-of-Shooting-2014.pdf","the value of shooting - shootingfacts.co.uk","An_T_grey"
"117","http://wdfw.wa.gov/publications/00433/hunt_populationreport.pdf","public opinion on hunting and wildlife management in washington","An_T_grey"
"118","http://www.bearbiology.com/fileadmin/tpl/Downloads/URSUS/Vol_10/Bath_Vol_10.pdf","the role of human dimensions in wildlife resource research in ...","An_T_grey"
"119","https://www.rspb.org.uk/ourwork/conservation/advice/gorse/index.aspx","managing gorse for wildlife - the rspb","An_T_grey"
"120","https://www.chesterzoo.org/","visit chester zoo","An_T_grey"
