Link,Anchor Text
https://www.cabi.org/isc/abstract/20113092306 ,"What's in a name? Perceptions of stray and feral cat welfare and control in Aotearoa, New Zealand."
https://www.cabi.org/isc/abstract/20103305882 ,"Influence of demographics, experience and value orientations on preferences for lethal management of feral cats."
https://www.cabi.org/isc/abstract/20173256730 ,Modeling dynamics of native and invasive species to guide prioritization of management actions.
https://www.cabi.org/isc/abstract/20173121978 ,"Eradication of common mynas <i xmlns=""http://www.w3.org/1999/xhtml Acridotheres tristis</i> from Denis Island, Seychelles."
https://www.cabi.org/isc/abstract/20133217812 ,"Purposes, outcomes and challenges of eradicating invasive mammals from New Zealand islands: an historical perspective."
https://www.cabi.org/isc/abstract/20113269989 ,Analyzing the social factors that influence willingness to pay for invasive alien species management under two different strategies: eradication and prevention.
https://www.cabi.org/isc/abstract/20163240789 ,Stakeholder attitudes and beliefs toward wild pigs in Georgia and Illinois.
https://www.cabi.org/isc/abstract/20143316116 ,Valuing nature: public perception of value added by native and invasive non-native species to a recreational trail experience.
https://www.cabi.org/isc/abstract/20113254383 ,"Palatability and efficacy of rodent baits for eradicating house mice (<i xmlns=""http://www.w3.org/1999/xhtml Mus musculus</i>) from Gough Island, Tristan da Cunha."
https://www.cabi.org/isc/abstract/20133027360 ,Biotic acceptance in introduced amphibians and reptiles in Europe and North America.
https://www.cabi.org/isc/abstract/20103120077 ,Perceptions of pastoralists and conservation reserve managers on managing feral camels and their impacts.
https://www.cabi.org/isc/abstract/20073146445 ,Invasive plant suppresses charismatic seabird - the construction of attitudes towards biodiversity management options.
https://www.cabi.org/isc/abstract/20153081080 ,Prioritizing islands for the eradication of invasive vertebrates in the United Kingdom overseas territories.
https://www.cabi.org/isc/abstract/20123018925 ,"Plans to eradicate invasive mammals on an island inhabited by humans and domestic animals (Corvo, Azores, Portugal)."
https://www.cabi.org/isc/FullTextPDF/2012/2012,"3018925 Plans to eradicate invasive mammals on an island inhabited by humans and domestic animals (Corvo, Azores, Portugal)."
https://www.cabi.org/isc/abstract/20123215292 ,Biology and impacts of Pacific island invasive species. 7. The domestic cat
https://www.cabi.org/isc/abstract/20083284703 ,"Perceptions of rice farmers on rodent management in Tiruchirappalli district, Tamil Nadu."
https://www.cabi.org/isc/abstract/20173022108 ,"Traditional Mapuche ecological knowledge in Patagonia, Argentina: fishes and other living beings inhabiting continental waters, as a reflection of processes of change."
https://www.cabi.org/isc/abstract/20143234836 ,Responses by farmers to the apple snail invasion of Ecuador's rice fields and attitudes toward predatory snail kites.
https://www.cabi.org/isc/abstract/20143066403 ,"Understanding attitudes toward the control of nonnative wild and feral mammals: similarities and differences in the opinions of the general public, animal protectionists, and conservationists in New Zealand (Aotearoa)."
https://www.cabi.org/isc/abstract/20153217303 ,"Response of feral cats to a track-based baiting programme using <i xmlns=""http://www.w3.org/1999/xhtml Eradicat</i>® baits."
https://www.cabi.org/isc/abstract/20103186351 ,Support for Indigenous wildlife management in Australia to enable sustainable use.
https://www.cabi.org/isc/abstract/20173307342 ,"Herbicide efficacy for aquatic Alternanthera philoxeroides management in an early stage of invasion: integrating above-ground biomass, below-ground biomass and viable stem fragmentation."
https://www.cabi.org/isc/abstract/20173333482 ,Management and control of invasive brown hares: contrasting attitudes of selected environmental stakeholders and the wider rural community.
https://www.cabi.org/isc/abstract/20133161485 ,"What determines the acceptability of wildlife control methods? A case of feral pig management in the Wet Tropics World Heritage Area, Australia."
https://www.cabi.org/isc/abstract/20123349828 ,"Genetic evaluation of an attempted <i xmlns=""http://www.w3.org/1999/xhtml Rattus rattus</i> eradication on Congo Cay, U.S. Virgin Islands, identifies importance of eradication units."
https://www.cabi.org/isc/abstract/20153205494 ,Foraging ermine avoid risk: behavioural responses of a mesopredator to its interspecific competitors in a mammalian guild.
https://www.cabi.org/isc/abstract/20153020180 ,Response of Wedge-tailed shearwaters to eradication of black ratsfrom Moku'auia island after reinvasion.
https://www.cabi.org/isc/abstract/20133171349 ,Population response of giant Galápagos tortoises to feral goat removal.
https://www.cabi.org/isc/abstract/20133316419 ,Assessing the potential to restore historic grazing ecosystems with tortoise ecological replacements.
https://www.cabi.org/isc/abstract/20163247113 ,Advancing environmental flow science: developing frameworks for altered landscapes and integrating efforts across disciplines.
https://www.cabi.org/isc/abstract/20133359829 ,Exotic grasses and wildlife in northern Mexico.
https://www.cabi.org/isc/abstract/20153190779 ,Exotic invasive plants alter thermal regimes: implications for management using a case study of a native ectotherm.
https://www.cabi.org/isc/abstract/20083126449 ,"Area-wide integrated pest management (AW-IPM): principles, practice and prospects."
https://www.cabi.org/isc/abstract/20123382123 ,From the horse's mouth: perceptions of the management of the 2007 equine influenza outbreak in Australia.
https://www.cabi.org/isc/abstract/20173173067 ,The relation between exotic mammals and birds and agriculture productions in Italy: modern containment strategies.
https://www.cabi.org/isc/abstract/20143186399 ,Biological invasions: what's worth fighting and what can be won?
https://www.cabi.org/isc/abstract/20123347481 ,Factors influencing individual management preferences for facilitating adaptation to climate change within the National Wildlife Refuge System.
https://www.cabi.org/isc/abstract/20173100956 ,"Barking up the right tree: understanding local attitudes towards dogs in villages surrounding Ranomafana National Park, Madagascar can benefit applied conservation."
https://www.cabi.org/isc/abstract/20143165026 ,Designing weed containment strategies: an approach based on feasibilities of eradication and containment.
https://www.cabi.org/isc/abstract/20173118826 ,Optimizing confirmation of invasive species eradication with rapid eradication assessment.
https://www.cabi.org/isc/abstract/20153091936 ,"Rural community participation and its socioeconomic development through forest management - a case study, Keoladeo National Park, Bharatpur, India."
https://www.cabi.org/isc/abstract/20153205492 ,"Effect of travel distance, home range, and bait on the management of small Indian mongooses, <i xmlns=""http://www.w3.org/1999/xhtml Herpestes auropunctatus</i>."
https://www.cabi.org/isc/abstract/20133143963 ,Invasion status of Asiatic red-bellied squirrels in Argentina.
https://www.cabi.org/isc/abstract/20163028599 ,Literature review and meta-analysis of vegetation responses to goat and European rabbit eradications on islands.
https://www.cabi.org/isc/abstract/20123344701 ,Private forest owners and invasive plants: risk perception and management.
https://www.cabi.org/isc/abstract/20143020058 ,Correlated recovery of five lizard populations following eradication of invasive mammals.
https://www.cabi.org/isc/abstract/20123209254 ,The unregulated and informal trade in wildlife: implications for biodiversity and health.
https://www.cabi.org/isc/abstract/20163191027 ,"Assessment of non-target risks from sodium fluoroacetate (1080), para-aminopropiophenone (PAPP) and sodium cyanide (NaCN) for fox-incursion response in Tasmania."
https://www.cabi.org/isc/abstract/20163247523 ,Paediatrician and caregiver awareness of cryptosporidiosis and giardiasis in children: US survey responses.
https://www.cabi.org/isc/abstract/20133297610 ,"Survival and behavior of Chinese mystery snails (<i xmlns=""http://www.w3.org/1999/xhtml Bellamya chinensis</i>) in response to simulated water body drawdowns and extended air exposure."
https://www.cabi.org/isc/abstract/20173019868 ,"Human-cat relationship in an oceanic biosphere reserve: the case of La Palma Island, Canary archipelago."
https://www.cabi.org/isc/abstract/20103203142 ,Identifying and implementing targeted carp control options for the Lower Lachlan Catchment.
https://www.cabi.org/isc/abstract/20173182523 ,Management implications of bird responses to variation in non-native/native tree ratios within central European forest stands.
https://www.cabi.org/isc/abstract/20093230734 ,Do control interventions effectively reduce the impact of European red foxes on conservation values and agricultural production in Australia?
https://www.cabi.org/isc/abstract/20163111488 ,Deciding when to lend a helping hand: a decision-making framework for seabird island restoration.
https://www.cabi.org/isc/abstract/20173010356 ,Drought increases the impact of introduced European foxes on breeding Australian pelicans.
https://www.cabi.org/isc/abstract/20163276468 ,Acute toxicity and risk to lizards of rodenticides and herbicides commonly used in New Zealand.
https://www.cabi.org/isc/abstract/20173157741 ,"Preliminary investigation of lake-use patterns in prairie lakes, stakeholder perceptions, and resulting management implications."
https://www.cabi.org/isc/abstract/20123254242 ,Signals of change in tropical savanna woodland vertebrate fauna 5 years after cessation of livestock grazing.
https://www.cabi.org/isc/abstract/20143346169 ,The islands are different: human perceptions of game species in Hawaii.
https://www.cabi.org/isc/abstract/20133401180 ,Control strategies for wildlife tuberculosis in Ireland.
https://www.cabi.org/isc/abstract/20083202937 ,Assessment of expert opinion: seasonal sheep preference and plant response to grazing.
https://www.cabi.org/isc/abstract/20143161386 ,"In situ growth and rapid response management of flood-dispersed Japanese knotweed (<i xmlns=""http://www.w3.org/1999/xhtml Fallopia japonica</i>)."
https://www.cabi.org/isc/abstract/20163098422 ,Analysis of Q fever in Dutch dairy goat herds and assessment of control measures by means of a transmission model.
https://www.cabi.org/isc/abstract/20173323012 ,Effectiveness of a bounty program for reducing wild pig densities.
https://www.cabi.org/isc/abstract/20173310945 ,Examining private landowners' knowledge systems for an invasive species.
https://www.cabi.org/isc/abstract/20113315838 ,"The use of poison baits to control feral cats and red foxes in arid South Australia: II. Bait type, placement, lures and non-target uptake."
https://www.cabi.org/isc/abstract/20113378923 ,The conservation and restoration of Mexican islands: a programmatic approach and the systematic eradication of invasive mammals.
