Link,Anchor Text
http://hdl.handle.net/2123/10032,"The effects of wildfire on small mammals and lizards in The Simpson Desert, Central Australia ."
http://hdl.handle.net/10415/3061,"Physiological effects of chytridiomycosis, a cause of amphibianpopulation declines ."
http://rave.ohiolink.edu/etdc/view?acc_num=osu1492685290070103,"The Role of Forest Composition on Pool-breeding Amphibians: Colonization, Larval Communities, and Connectivity."
https://etda.libraries.psu.edu/catalog/9671,THE EFFECTS OF OIL AND GAS DEVELOPMENT ON FOREST FRAGMENTATION AND BREEDING BIRD POPULATIONS IN THE ALLEGHENY NATIONAL FOREST.
http://arks.princeton.edu/ark:/88435/dsp012z10ws87k,Incidence and impacts of war-driven mammal declines in African ecosystems .
http://pqdtopen.proquest.com/#viewpdf?dispub=10268262,Evaluation of Maximum Entropy Models for Assessing the Influence of Restoration Scenarios on Coastal Wildlife Populations.
http://sun.library.msstate.edu/ETD-db/theses/available/etd-10122010-185610/,EFFECTS OF PRESCRIBED FIRE AND SELECTIVE HERBICIDE (IMAZAPYR) ON BIODIVERSITY IN INTENSIVELY MANAGED PINE STANDS OF MISSISSIPPI.
http://purl.umn.edu/104610,Effects of rotational grazing on grassland songbirds on U.S. Dairy farms.
http://hdl.handle.net/10161/885,"Mammal Diversity, Persistence, and Conservation in India"
http://hdl.handle.net/2097/32731,Of mice and coyotes: mammalian responses to rangeland management practices in tallgrass prairie.
http://www.escholarship.org/uc/item/9kg5h1jx," Investigations of Altered Aquatic Ecosystems: Biomonitoring, Disease, and Conservation."
http://handle.unsw.edu.au/1959.4/52685 ,Smuggling snakes: a study on the global trade of green pythons (Morelia viridis).
https://digital.library.txstate.edu/handle/10877/6273  ,"IMPACTS OF LOW, MODERATE, AND HIGH SEVERITY FIRE ON HERPETOFAUNA AND THEIR HABITAT IN A SOUTHERN USA MIXED PINE/HARDWOOD FOREST."
http://hdl.handle.net/1885/100584  ,Maintaining and perpetuating habitat structures for wildlife in modified landscapes
http://repository.asu.edu/items/9062 ,"Herpetofauna and Riparian Microhabitat of Urban and Wildland Reaches Along the Salt River, Arizona."
http://arks.princeton.edu/ark:/88435/dsp012v23vw90h ,EFFECTS OF LIVESTOCK ON WILDLIFE ON SHARED RANGELANDS 
http://scholarworks.umt.edu/etd/914 ,"State-wide assessment of status, predicted distribution, and landscape-level habitat suitability of amphibians and reptiles in Montana."
https://digital.library.txstate.edu/handle/10877/4151 ,"Temporal and Spatial Trends of the Amphibians, Reptiles, and Mammals of the Relict Ottine Wetlands"
http://pqdtopen.proquest.com/#viewpdf?dispub=3524209 ,Using light detection and ranging (LiDAR) technology to assess bird-habitat relationships| A case study from the Northwoods of Maine
http://ro.uow.edu.au/theses/3845 ,Investigations into the ecology and management of a nuisance native bird in urban environments: the Australian white ibis.
http://sun.library.msstate.edu/ETD-db/theses/available/etd-07092015-103134/,"Evaluating productivity of southern agroforestry for fiber, biofuels, and wildlife habitat."
http://www.escholarship.org/uc/item/6vx8h6q6,Ground-Dwelling Arthropod and Small Mammal Responses to Anthropogenic Disturbances Within Southern California Deserts: From Plant Invasions to Altered Fire Regimes.
http://hdl.handle.net/11343/115191,Contrasting population responses of ecologically-similar sympatric species to multiple threatening processes.
http://purl.flvc.org/FAU/215288,A test of factors affecting the foraging success of scarlet ibis
http://dx.doi.org/10.5353/th_b4819930,Impacts of illegal trapping and plantation forestry on herpetofaunal populations.
http://pqdtopen.proquest.com/#viewpdf?dispub=10002466 Population Dynamics of Northern Cardinal and Carolina Wren in an Urban Forest Fragment| Safe Refuge or Ecological Trap?.,
http://lib.dr.iastate.edu/etd/12771 ,Mammal choices in heterogeneous landscape of the Baixo Vouga Lagunar; Opções dos mamíferos na paisagem heterogénea do Baixo Vouga Lagunar.
http://hdl.handle.net/1969.1/ETD-TAMU-2001-THESIS-H377,Characteristics of wild turkey hunters in Texas: comparing turkey stamp buyers to members of the National Wild Turkey Federation.
https://researchonline.jcu.edu.au/29164/,Emerging amphibian diseases in Queensland and host immune response to disease.
http://docs.lib.purdue.edu/open_access_theses/681,The effects of radar on avian behavior: Implications for wildlife management at airports
http://kar.kent.ac.uk/48581/,Reconciling conservation and development in Madagascar's rapidly-expanding protected area system.
http://hdl.handle.net/1885/101799,A tactics-based approach for improving the outcomes of eastern bettong (Bettongia gaimardi) reintroductions .
http://rave.ohiolink.edu/etdc/view?acc_num=bgsu1435688702,Survival and Growth Responses of Lithobates Pipiens Tadpoles to anHerbicide and an Algaecide used to Control Aquatic Invasive Plants.
http://hdl.handle.net/10150/223320,Molecular Phylogeography of the American Beaver (Castor Canadensis): Implications for Management and Conservation .
http://hdl.handle.net/10443/1583,"Taking the pledge : a study of children's societies for the prevention of cruelty to birds and animals in Britain, c.1870-1914."
https://ueaeprints.uea.ac.uk/36341/,"Avian influenza, the wild bird trade and local livelihoods : an interdisciplinary and mixed-methods approach."
http://sun.library.msstate.edu/ETD-db/theses/available/etd-04272010-143839/,FIRE ANT RESPONSE TO MANAGEMENT OF NATIVE GRASS FIELD BUFFERS
http://ufdc.ufl.edu/UFE0042174,"Evaluation of a Participatory Bird Census Project on Knowledge, Attitudes and Behaviors of Farmers Towards Conservation in Coffee-Growing Regions of Colombia."
http://etd.lsu.edu/docs/available/etd-07132015-015315/,"If You Build It, What Will Come? Assessing the Avian Response to Wetland Restoration in the Mississippi River Birds Foot Delta Through Multiple Measures of Density and Biodiversity."
http://pqdtopen.proquest.com/#viewpdf?dispub=10261753,"Phenology, Habitat Use, and the Impacts of Wetland Management on Autumn Migrating Rails in Missouri."
http://hdl.handle.net/10523/4306,The Role of Epigenetics in Amphibian Regeneration .
http://hdl.handle.net/11244/9165,Northern Bobwhite and Bird Community Response to Habitat Restoration in Oklahoma.
http://hdl.handle.net/1893/2261,Pine marten diet and habitat use within a managed coniferous forest.
http://ufdc.ufl.edu/UFE0043777,"Small Mammal Response to Food, Fire, Herbicide and Predation in Longleaf Pine Ecosystem."
http://ufdc.ufl.edu/UFE0041350,Reduced-Impact Logging and Hunting Patterns in the Southwestern Brazilian Amazon Implications for Wildlife.
http://www.escholarship.org/uc/item/8v14j4k5,Effects of Biotic and Abiotic Setting on a Host-Pathogen Relationship: How Environmental and Community Characteristics Influence Infection Prevalence and Intensity of Amphibian Chytrid on California's Central Coast.
http://ufdc.ufl.edu/UFE0043559,Ecological and Human Dimensions of the Monk Parakeet Damage to Crops in Argentina.
http://ufdc.ufl.edu/UFE0041538,"Wildlife and Habitat Responses to Prescribed Burning, Roller Chopping, and Grazing of Florida Rangeland and Pasture."
http://hdl.handle.net/1813/40889,Skin Microbial Communities And Host-Pathogen Interactions In Amphibians .
http://ufdc.ufl.edu/UFE0041732,Long Term Effects of Three Formulations of Hexazinone As an Aid to Wildlife Habitat Restoration in Longleaf Pine (pinus Palustris) Sandhills of Florida.
http://pqdtopen.proquest.com/#viewpdf?dispub=10275017,"Exploring Public Opinion of Urban Wildlife and Effective Use of Urban Wildlife Education in Tucson, Arizona."
http://digitalcommons.calpoly.edu/theses/1296,Examining the impacts of State Route 101 on wildlife using road kill surveys and remote cameras
http://dspace.knust.edu.gh:8080/jspui/handle/123456789/6873,Post-logging recovery of amphibian assemblages and habitat preferences of the endangered giant squeaker frog (Arthroleptis krokosua) in Ghana’s moist semi-deciduous forests.
http://ora.ox.ac.uk/objects/uuid:1febba22-e47f-48e2-9b35-2e3e51f7132b,Amphibian diversity conservation in a changing world : a view from Mexico.
http://encompass.eku.edu/etd/20,"Amphibian Community Similarity Between Natural Ponds And Constructed Ponds Of Multiple Types In Daniel Boone National Forest, Kentucky."
http://hdl.handle.net/10182/7811,The influence of illumination and moon phase on activity levels of nocturnal mammalian pests in New Zealand.
http://hdl.handle.net/1813/31146,Sublethal Effects Of Polychlorinated Biphenyls (Pcbs) On Bird Behavior .
http://sun.library.msstate.edu/ETD-db/theses/available/etd-04042007-105455/,Factors Influencing Avian Community Structure in Bottomland Hardwood Forests of the Southeastern United States.
http://scholar.colorado.edu/econ_gradetds/10,Causes and Consequences of Altered Avian Communities in Response to Anthropogenic Noise.
http://pqdtopen.proquest.com/#viewpdf?dispub=3339325,Sage-grouse and energy development| Integrating science with conservation planning to reduce impacts.
http://opensiuc.lib.siu.edu/theses/2188,SUMMER HABITAT USE BY A MAMMAL COMMUNITY OF AN OAK-DOMINATED ECOSYSTEM IN THE CENTRAL HARDWOOD REGION.
http://scholarworks.umt.edu/etd/4378,EFFECTS OF ROAD-STREAM CROSSINGS ON POPULATIONS OF THE IDAHO GIANT SALAMANDER (Dicamptodon aterrimus).
http://ufdc.ufl.edu/UFE0042234,"Effects of mammalian predator exclusion, supplemental feeding, and prescribed fire on small mammal populations in a longleaf pine ecosystem"
http://hdl.handle.net/10919/25110,PAYING FOR NATURE: INCENTIVES AND THE FUTURE OF PRIVATE LAND STEWARDSHIP.
http://erepository.uonbi.ac.ke:8080/xmlui/handle/123456789/12940,Strategic responses by Kenya wildlife service towards realization of Kenya vision 2030 .
http://lib.dr.iastate.edu/etd/10910,"Reproductive ecology of the mourning dove: large-scale patterns in recruitment, breeding endocrinology, and developmental plasticity."
http://openprairie.sdstate.edu/etd/1196,An Integrated Evaluation of the Conservation Reserve Enhancement Program in South Dakota.
http://scholarworks.uvm.edu/graddis/392,Habitat Use By Early Successional Bird Species Along Powerline Rights Of Way: Making Connections Across Private Lands.
http://trace.tennessee.edu/utk_gradthes/602,Oak Savanna Restoration and Management in the Mid-South.
http://pqdtopen.proquest.com/#viewpdf?dispub=1555182,Variability in delta13C and delta 15N values of Steller sea lion pup vibrissae| Implications for diet and foraging studies.
http://hdl.handle.net/1842/5675,Parasites and life history variation in a wild mammal.
http://purl.galileo.usg.edu/uga_etd/siegel_james_j_200808_phd,"Cooperative management of Toppenish Creek wetlands in central Washington: a question of history, culture and sovereignty."
http://scholarcommons.usf.edu/etd/1652,Maintaining biodiversity with a mosaic of wetlands: Factors affecting amphibian species richness among small isolated wetlands in central Florida.
http://rave.ohiolink.edu/etdc/view?acc_num=dayton1405702826,Gene Expression During Newt Lens Regeneration and Cephalopod Eye Evolution
http://www.tede.ufv.br/tedesimplificado/tde_busca/arquivo.php?codArquivo=5020,Relação entre fauna silvestre e produtores rurais: estudos de casos em milho (Zea mays L.) e goiaba (Psidium guajava L.) na Zona da Mata de Minas Gerais.
http://hdl.handle.net/2148/954,The history of the american national parks.
http://lib.dr.iastate.edu/etd/13239,"Assessment of wildlife value orientations, state agency credibility, and tolerance for mountain lions in Iowa."
https://era.library.ualberta.ca/files/j67314089,"Postbreeding movement patterns and multiscale habitat use of adult wood frogs (Lithobates sylvaticus) at urban wetlands of Edmonton, Alberta."
http://hdl.handle.net/10962/561,"Land-use effects on mammal communities in the Fish-Kowie corridor, Eastern Cape, South Africa, with particular reference to carnivores."
