Link, Anchor Text
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F220740&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, The first reintroduction of the western barred bandicoot (Perameles bougainville) to mainland Australia.
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A571664&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Amphibian diversity conservation in a changing world : a view from Mexico
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Anetd.ac.za%2Foai%3Aunion.ndltd.org%3Aukzn%2Foai%3Ahttp%3A%2F%2Fresearchspace.ukzn.ac.za%3A10413%2F2717&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Wildlife rehabilitation in South Africa.
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F248033&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Patterns in the composition and distribution of the vertebrate fauna  desert uplands bioregion  Queensland.
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F248243&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, The impacts of human-mediated disturbances on birds and reptiles in tropical savannas
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUTAHS%2Foai%3Adigitalcommons.usu.edu%3Aetd-2691&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, The Introduced Fishes  Game Birds  and Game and Fur-Bearing Mammals of Utah
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMSSTATE%2Foai%3Alibrary.msstate.edu%3Aetd-09122014-131018&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Effects of intercropping switchgrass in loblolly pine plantations on bird communities
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUTAHS%2Foai%3Adigitalcommons.usu.edu%3Aetd-4215&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Relationships Between Terrestrial Vertebrate Fauna and Selected Coniferous Forest Habitat Types on the North Slope of the Uinta Mountains
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F281133&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Australia's regulation of commercial use of wildlife: an absence of eco-logic
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F243909&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%2A%2BOR%2Bcontrol%2A%2BOR%2Bcull%2A%2BOR%2Beradicat%2A%2BOR%2Bexterminat%2A%2529%2BAND%2B%2528attitude%2A%2BOR%2Bvalue%2A%2BOR%2Bperception%2A%2BOR%2Bresponse%2A%2BOR%2Breaction%2A%2BOR%2Bopinion%2A%2BOR%2Baccept%2A%2BOR%2Bbelief%2A%2BOR%2Bpreference%2A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529, Australia's regulation of commercial use of wildlife: an absence of eco-logic
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ANCSU%2Foai%3ANCSU%3Aetd-07262008-093401&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Long-term Response of Herpetofauna and Soricids to Prescribed Fire and Fuel Reduction Treatments in the Southern Appalachian Mountains
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Aarizona.edu%2Foai%3Aarizona.openrepository.com%3A10150%2F298419&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, BIRD-WATCHERS'  HUNTERS'  AND WILDLIFE PROFESSIONALS' BELIEFS ABOUT THE IMPORTANCE AND MANAGEMENT OF WILDLIFE
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALACETR%2Foai%3Acollectionscanada.gc.ca%3ABVAU.2429%2F45333&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Lions and tigers and bears : an investigation of the state of conservation in zoos
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUPSALLA1%2Foai%3ADiVA.org%3Antnu-15935&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Effects of native and introduced cervids on small mammals and birds
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F225952&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Efficiency of techniques for post-translocation monitoring of the Duvaucel's gecko (Hoplodactylus duvaucelii) and evidence of native avian predation on lizards : a thesis submitted in partial fulfillment of the requirements for the degree of Master of Science in Conservation Biology
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMSSTATE%2Foai%3Alibrary.msstate.edu%3Aetd-05172014-194116&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Occurrence of invasive mammals and native carnivores in northern Patagonia
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ADUKE%2Foai%3Adukespace.lib.duke.edu%3A10161%2F885&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Mammal Diversity  Persistence  and Conservation in India
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AORGSU%2Foai%3Air.library.oregonstate.edu%3A1957%2F29859&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Community-based sea turtle conservation in Baja  Mexico : integrating science and culture
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AVTETD%2Foai%3AVTETD%3Aetd-05042009-150307&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Evaluating wildlife response to vegetation restoration on reclaimed mine lands in southwestern Virginia
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A655489&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D20, Monitoring European pine martens (Martes martes) in Scottish forested landscapes
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A512626&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Wildlife tourism : tourist expectations experiences and management implications
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALACETR%2Foai%3Acollectionscanada.gc.ca%3AMWU.1993%2F22241&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Impact of fire in the taiga of southeastern Manitoba on wildlife  and value to resource users
